Name,E-mail,Trade Name,Registration No.,Telephone,Address,Exchange Name,Validity
RAEDAN CAPITAL PRIVATE LIMITED,compliance@raedancapital.in,Compliance,INZ000306633,910229820641838,"207, 2ND FLOOR, NEELKANTH CORPORATE IT PARK, PREMIER ROAD, VIDYAVIHAR WEST",BOMBAY STOCK EXCHANGE LIMITED,"May 06, 2022 - Perpetual"
RAGA SECURITIES & FINANCE PVT. LTD.,ragajbp@gmail.com,Ragajbp,INZ000241839,9107613071026,"RAGA COMPLEX, BEHIND AMRIT COMPLEX BESIDES KRISHNA COMPLEX NAGAR, NIGAM ROAD,",METROPOLITAN STOCK EXCHANGE,"Mar 31, 2005 - Perpetual"
RAGHUNANDAN CAPITAL PRIVATE LIMITED,compliance@rmoneyindia.com,Compliance,INZ000307234,9105624039239,"26/257-B, SULTANGANJ NEAR ASHISH PALACE",BOMBAY STOCK EXCHANGE LIMITED,"Jun 07, 2022 - Perpetual"
RAHEJA STOCK BROKERS P LTD,rahejast@yahoo.com,Rahejast,INZ000222237,9102266341960,"521, Rotunda Stock Exchange Building, 5th Floor, Dalal Street, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 1998 - Perpetual"
RAIMA EQUITIES PRIVATE LIMITED,backoffice@raimaequities.com,Backoffice,INZ000263832,9103322311652,"MARTIN BURN BUILDING, 1,R.N.MUKHERJEE ROAD 4TH FLOOR, ROOM NO-21,23,24 & 25",BOMBAY STOCK EXCHANGE LIMITED,"Sep 14, 1995 - Perpetual"
RAINBOW SECURITIES PRIVATE LIMITED,support@rainbowindia.co.in,Support,INZ000190631,03322135183,"CENTRE POINT,21, HEMANT BASU SARANI 3RD FLOOR, ROOM NO. 305,KOLKATA",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 10, 2008 - Perpetual"
RAJ KUMAR AGARWAL,office@ndshares.com,Office,INZ000282418,9102225512142,"B 4,Eden Garden, Panjrapole, Chembur",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 20, 2010 - Perpetual"
RAJ KUMAR SINGH,singhraiipr@yahoo.com,Singhraiipr,INZ000242312,9101412520825,"12,VlDYUT ABHIYANTA COLONY, C-BLOCK, HANS MARG, MALVIYA NAGAR",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 06, 2009 - Perpetual"
RAJABABU BHAGUBHAI GANDHI,rbgandhi603@rediffmail.com,Rbgandhi603,INZ000229311,9102222722214,"542, ROTUNDA BUILDING,5th FLOOR, B S MARG DALAL STREET, FORT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 26, 1992 - Perpetual"
RAJCHANDRA CAPITAL SERVICES PVT. LTD.,rajchandra@rediffmail.com,Rajchandra,INZ000233334,9102222630748,"Bilquees Mansion, 2nd Floor, North Side, 261/263, D.N. Road, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
RAJEN CHANDRAKANT SHETH,rajenchandrakant@gmail.com,Rajenchandrakant,INZ000227112,9102222666181,"47, Tamarind Lane, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 26, 1992 - Perpetual"
RAJENDRA MODI SHARE BROKERS PRIVATE LIMITED,rjndrmodi@yahoo.com,Rjndrmodi,INZ000199631,9101412369004,"403-404, Green House, Ashok Marg, C-Scheme,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 31, 2008 - Perpetual"
RAJENDRA SHARE BROKING PRIVATE LIMITED,rsbpl123@rediffmail.com,Rsbpl123,INZ000266332,912766232970,"First Floor, Ranchhodji Bhuvan, Badridas Wadi, Verai Chakla,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 23, 2010 - Perpetual"
RAJGUL SECURITIES (P) LIMITED,askus@rajgul.com,Askus,INZ000316035,01147666333,"474-75, Aggarwal Millennium Tower II Netaji Subhash Palace, Pitampura",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 31, 2008 - Perpetual"
RAJSONS SECURITIES LIMITED,rajsons_securities@rediffmail.com,Rajsons_securities,INZ000217932,9101130885505,"306, ASHOK BHAWAN 93, NEHRU PALACE,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 19, 1995 - Perpetual"
RAJVI STOCK BROKING PRIVATE LIMITED,rajvistockbroking@yahoo.co.in,Rajvistockbroking,INZ000004333,9107940803006,"A-711/712, Ratnakar Nine Square Opp Keshav Baug Party Plot,132 Ft ring road, Vastrapur",METROPOLITAN STOCK EXCHANGE,"Mar 17, 2015 - Perpetual"
RAJYOVARS CAPITAL PRIVATE LIMITED,rajyovars@rediffmail.com,Rajyovars,INZ000250731,913346026299,"1, R. N. Mukherjee Road, 4th Floor Room No. 39,",BOMBAY STOCK EXCHANGE LIMITED,"Mar 29, 2019 - Perpetual"
RAKHECHA SECURITIES LTD.,arihants@bgl.vsnl.net.in,Arihants,INZ000276131,910802259045,"NO.8, 2ND FLOOR , PRABHAT COMPLEX ,K. G. ROAD ,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 17, 2001 - Perpetual"
RAMABEN SAMANI FINANCE PVT.LTD.,ramabensamanifinancepvtltd@rediffmail.co,Ramabensamanifinancepvtltd,INZ000231538,9102222722373,"7th FLOOR, 722 , P.J.TOWER, DALAL STREET, FORT",BOMBAY STOCK EXCHANGE LIMITED,"Apr 01, 1999 - Perpetual"
RAMANIKLAL MOHANLAL CAPITAL MARKETS PVT. LTD.,rmcmpl@rediffmail.com,Rmcmpl,INZ000237537,9102222660565,"Great Social Building, 2nd Floor, 60, Sir P.M. Road, Above Apna Bazar, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
RAMRAKH R. BOHRA,rrbohra.577@gmail.com,Rrbohra.577,INZ000265714,9102222721710,"P.S 10, ROTUNDA BUILDING DALAL STREET, FORT.",BOMBAY STOCK EXCHANGE LIMITED,"Nov 26, 1992 - Perpetual"
RAMSNEHI VINIYOG PVT LTD,mk_saraf@radheygroup.com,Mk_saraf,INZ000046331,03326650102,"1,OLD COURT HOUSE CORNER LAL BAZAR ,5TH FLOOR,ROOM NO 520",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 22, 2015 - Perpetual"
RANGOLI PORTFOLIO PRIVATE LIMITED,office@rangoliportfolio.com,Office,INZ000216437,9101724052936,"SCO 354, 2nd Floor, Sector 9 Panchkula",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 22, 2008 - Perpetual"
RAPID CAPITAL SERVICES,rapidcapser@rediffmail.com,Rapidcapser,INZ000259221,910222662882,"BILQUEES MANSION,2ND FLOOR 261/263,DR.D.N.ROAD",NSE Clearing Limited,"Nov 01, 1994 - Perpetual"
RASHI EQUISEARCH PRIVATE LIMITED,vivek@rashifincorp.com,Vivek,INZ000276636,910224239500,"72-A, MITTAL TOWER NARIMAN POINT",NSE Clearing Limited,"Jul 27, 2000 - Perpetual"
RATNAKAR SECURITIES PVT. LTD.,kushal@ratnakarsecurities.com,Kushal,INZ000191735,07949005200,"304,SANKALP SQUARE II,NR. KALJI CHAR RASTA, NR. JALARAM MANDIR CROSSING,PALDI,ELLISBRIDGE",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 14, 1995 - Perpetual"
RBC FINANCIAL SERVICES PVT. LTD.,rajiv@rbcfin.com,Rajiv,INZ000203332,910113261402,"28,PRAKASH APARTMENTS,5,ANSARI ROAD, DARYA GANJ,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 30, 1995 - Perpetual"
RCM SHARES & STOCK BROKERS PVT. LTD.,rakshitmarfatia@hotmail.com,Rakshitmarfatia,INZ000227538,9102249735241,"821, 8TH FLOOR, P.J.TOWERS, DALAL STREET, FORT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 12, 2005 - Perpetual"
RCSPL SHARE BROKING PRIVATE LIMITED,vanesh.panchal15@gmail.com,Vanesh.panchal15,INZ000155638,9107946007569,"SHOP NO. 5, KRISHNA PALACE, OPP. POLICE STATION, TOKARKHADA,",NSE Clearing Limited,"Apr 24, 2023 - Perpetual"
RDQ STOCK BROKING PRIVATE LIMITED,atiyagoenka03@gmail.com,Atiyagoenka03,INZ000297131,0339831445527,"ADVENTZ INFINITY, UNIT NO 701 7TH FLOOR SOUTH WING PLOT NO 5, BN BLOCK,SALT LAKE SECTOR V",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 23, 2020 - Perpetual"
REGENCY STOCK BROKING PRIVATE LIMITED,skd_services@yahoo.co.in,Skd_services,INZ000160534,03322438613,"ROOM NO. - 405, 1, BRITISH INDIAN STREET DALHOUSIE",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 04, 2008 - Perpetual"
RELAN INDUSTRIAL FINANCE LIMITED,mns@shardamotor.com,Mns,INZ000255437,9101126816199,"D-188, OKHLA INDUSTRIAL AREA PHASE-1",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 1995 - Perpetual"
RELIABLE STOCKS & SHARES (INDIA) LTD,rss.bakup@gmail.com,Rss.bakup,INZ000290639,9104442822766,"NEW NO.45,47, OLD NO. 15,16, 1ST FLOOR, DR.ALAGAPPA ROAD OPP. NOBLE HOSPITAL, PURASAIWALKAM",METROPOLITAN CLEARING CORPORATION,"Jun 23, 2021 - Perpetual"
RELIABLENIVESH SECURITIES PRIVATE LIMITED,reliable.nivesh@gmail.com,Reliable.nivesh,INZ000303333,9101143053116,"B-1 (BASEMENT), PLOT NO 5, LSC, SAGAR COMPLEX, NEW RAJDHANI ENCLAVE,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 10, 2022 - Perpetual"
RELIANCE SECURITIES LIMITED,rsec.compliance@relianceada.com,Rsec.compliance,INZ000172433,912241681200,"11TH FLOOR, R-TECH IT PARK, NERLON COMPOUND WESTERN EXPRESS HIGHWAY, GOREGAON -EAST",METROPOLITAN STOCK EXCHANGE,"Sep 09, 2005 - Perpetual"
RELIC TECHNOLOGIES LIMITED,relic@ebrokingindia.com,Relic,INZ000197936,910222012231,"J BLOCK, BHANGWADI SHOPPING CENTRE,GROUND FLOOR KALBADEVI ROAD",NSE Clearing Limited,"Dec 21, 1998 - Perpetual"
RELIGARE BROKING LIMITED,compliance@religare.com,Compliance,INZ000174330,9101149871000,"2ND FLOOR, P-14, 45/90, P BLOCK, CONNAUGHT PLACE , NEW DELHI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 01, 1994 - Perpetual"
RELITRADE STOCK BROKING PRIVATE LIMITED,cs@relitrade.in,Cs,INZ000184331,9107968199999,"UNIT 602A,602B TOWER A of WTC Gift City Plot Nos 51A & 51B, ROAD 5E, ZONE 5, GIFT ZONE",NSE Clearing Limited,"Jun 26, 2013 - Perpetual"
RELYBULLS STOCK BROKING PRIVATE LIMITED,compliance@skpbroking.com,Compliance,INZ000278937,9103340168000,"SKP HOUSE, 132A, SHYAMA PRASSAD MUKHERJEE ROAD,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 19, 2011 - Perpetual"
RIDHI SHARE BROKERS PRIVATE LIMITED,rsbpl172@yahoo.co.in,Rsbpl172,INZ000285935,9101412702926,"A-40 A,BAJAJ NAGAR OPP. GANDHINAGAR RAILWAY STATION",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 20, 2008 - Perpetual"
RIKHAV SECURITIES LIMITED,info@rikhav.net,Info,INZ000157737,9102225935353,"Office No. 922-A, 9th Floor, P.J.Tower Dalal Street",METROPOLITAN STOCK EXCHANGE,"Mar 14, 2007 - Perpetual"
RKSV SECURITIES INDIA PRIVATE LIMITED,ravi.kumar@rksv.in,Ravi.kumar,INZ000185137,01123753793,"807, NEW DELHI HOUSE, BARAKHAMBA ROAD,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 23, 2010 - Perpetual"
ROLTA HOLDING AND FINANCE CORPORATION PRIVATE LIMITED,manoj.damania@rolta.com,Manoj.damania,INZ000296136,9102222188830,"MAKER TOWERS, 'F' WING, 21ST FLOOR, Cuffe Tower, Colaba",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Nov 03, 2020 - Perpetual"
ROLTA SHARES & STOCKS PVT. LTD.,rangarajan.sundaram@rolta.com,Rangarajan.sundaram,INZ000252232,9102222188830,"MAKER TOWERS, 'F' WING, 21ST FLOOR, CUFFE PARADE MUMBAI CITY",BOMBAY STOCK EXCHANGE LIMITED,"Sep 14, 1995 - Perpetual"
ROONGTA CAPITAL MARKETS PVT. LTD.,rcml681@hotmail.com,Rcml681,INZ000233836,9102222722208,"PM-4, STOCK EXCHANGE ROTUNDA BLDG, MEZZANINE FLOOR, B S MARG, FORT.",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 30, 1997 - Perpetual"
ROONGTA CORPORATE SERVICES PVT. LTD.,roongta.corporate@gmail.com,Roongta.corporate,INZ000227831,9102222722207,"910,9th Floor, P.J.Towers, Bombay Stock Exchange, Dalal Street, Fort,",BOMBAY STOCK EXCHANGE LIMITED,"Oct 07, 2005 - Perpetual"
ROONGTA RISING STOCK PRIVATE LIMITED,communication@roongtarising.in,Communication,INZ000274634,9102612332593,"411-412,EMPIRE STATE BUILDING, NEAR PARAG HOUSE, RING ROAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 04, 2008 - Perpetual"
ROSY BLUE SECURITIES PRIVATE LIMITED,shilpa.hirani@rosyblue.co.in,Shilpa.hirani,INZ000221531,9102267681111,"154-C,MITTAL COURT,15TH FLOOR 224,NARIMAN POINT",NSE Clearing Limited,"May 29, 1995 - Perpetual"
RR EQUITY BROKERS PVT. LTD.,compliance@rrfcl.com,Compliance,INZ000270435,9101123354802,"55, 1st Floor, NEAR FLYOVER, NEELAM CHOWK, NIIT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 02, 2005 - Perpetual"
RRB MASTER SECURITIES DELHI LTD.,rrbmsdl@rediffmail.com,Rrbmsdl,INZ000265237,9101123325043,"H-72,CONNAUGHT CRICUS",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 01, 2001 - Perpetual"
RRS SHARES & STOCK BROKERS PVT. LTD.,hitanshu@bom5.vsnl,Hitanshu,INZ000257533,910222679055,"114, RAJABAHADUR MANSION - 2, 24- B, RAJABAHADUR COMPOUND,AMBALAL DOSHI MARG, FORT",METROPOLITAN STOCK EXCHANGE,"Sep 05, 2000 - Perpetual"
RUDRA SHARES AND STOCK BROKERS LIMITED,compliance@rudrashares.com,Compliance,INZ000004937,005126711047,"15/63, Civil Lines,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 12, 2020 - Perpetual"
RUDRANATH STOCK BROKING PRIVATE LIMITED,stockbroking22@gmail.com,Stockbroking22,INZ000309534,0916291201407,"BF-192, SALT LAKE, SECTOR-I,",BOMBAY STOCK EXCHANGE LIMITED,"Nov 01, 2022 - Perpetual"
RUPA ANIL DALAL,anil.dalal@gmail.com,Anil.dalal,INZ000227719,9102222721075,"611, Rotunda Building, 6th Floor, Bombay Samachar Marg, Fort",BOMBAY STOCK EXCHANGE LIMITED,"Jan 30, 2003 - Perpetual"
S P RAWAL,bhawnajoshi@openfutures.in,Bhawnajoshi,INZ000194616,911146662029,"401, CHIRANJEEV TOWER 43, NEHRU PLACE",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 19, 2009 - Perpetual"
S. G. SECURITIES,sgsec@vsnl.com,Sgsec,INZ000272725,9102056344222,"3-4,KRUPASHREE,1084,SHUKRAWAR PETH,NEW SATHE COLONY TILAK ROAD",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 06, 1995 - Perpetual"
S. NAGARDAS MOHANLAL STOCK BROKING PVT. LTD.,snagardas@hotmail.com,Snagardas,INZ000225537,9102222723125,"614-ROTUNDA BUILDING, 6TH FLOOR, DALAL STREET, FORT,",BOMBAY STOCK EXCHANGE LIMITED,"Nov 18, 2005 - Perpetual"
S. S. A. T. CONSULTANTS PRIVATE LIMITED,sanjeevgehani@ssatdirect.com,Sanjeevgehani,INZ000280832,9101143231000,"House No. 7411 DLF Phase - 4 Sikanderpur Ghosi 68 DLF Qe, Gurgaon",BOMBAY STOCK EXCHANGE LIMITED,"Mar 04, 2010 - Perpetual"
S.B. SECURITIES PRIVATE LIMITED,info@dhsecurities.com,Info,INZ000221834,9102226195070,"Hamam House, M2 Floor, Hamam Street, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
S.P.JAIN SECURITIES PRIVATE LIMITED,spjainsec@yahoo.co.in,Spjainsec,INZ000218230,9102222666313,"2nd Floor, Rajabahadur Bldg. 14 Ambalal Doshi Marg, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 07, 1999 - Perpetual"
SAAKETA INVESTMENT SERVICES LTD,naveenachandra@rediffmail.com,Naveenachandra,INZ000179131,0409127568107,3-4-616/1 2nd Floor Narayanaguda,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 08, 1995 - Perpetual"
SAAR SECURITIES (INDIA) PRIVATE LIMITED,saarsec@gmail.com,Saarsec,INZ000223939,9102228896266,"SHOP NO. 18, PLOT NO. 47, HAVELI FALIA, JALARAM MARKET, NAROLI TIN RASTA ,NAROLI, DADRA AND NAGAR HA",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 28, 2007 - Perpetual"
SACHDEVA STOCKS PRIVATE LIMITED,operations@sachdevastocks.com,Operations,INZ000292435,918829041067111,OPPOSITE SABZI MANDI UNA,INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 30, 2007 - Perpetual"
SADRAVYA MONEY MANAGEMENT PRIVATE LIMITED,vibhu@sadravya.com,Vibhu,INZ000307633,001147454000,"12/45 A, GROUND FLOOR, PUNJABI BAGH,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 10, 2022 - Perpetual"
SAFAL CAPITAL (INDIA) LIMITED,compliance@safalcapital.in,Compliance,INZ000155333,9107966633606,"238- CHITVAN SOCIETY, OPP - ABHIJYOT HARMONEY GALA GYMKHANA ROAD, BOPAL,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 02, 2017 - Perpetual"
SAJAG SECURITIES PVT. LTD.,mahesh@sajag.com,Mahesh,INZ000221337,910205448670,"REGENT CHAMBERS,1ST FLOOROPP.GARWARE COLLEGE 33/15-B,KARVE ROAD,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 26, 1995 - Perpetual"
SAL SECURITIES PVT. LTD.,admin@salsecurities.com,Admin,INZ000287438,9102261473232,"704, 7 TH FLOOR, HUBTOWN VIVA WESTERN EXPRESS HIGHWAY JOGESHWARI (EAST)",BOMBAY STOCK EXCHANGE LIMITED,"Sep 30, 2004 - Perpetual"
SALASAR STOCK BROKING LTD.,ssbl@vsnl.net,Ssbl,INZ000238734,9103322314400,"MUKTI CHAMBERS 4A,CLIVE ROW",NSE Clearing Limited,"Jul 26, 1995 - Perpetual"
SAMARTH MERCANTILE PVT LTD,service@samarthgroup.in,Service,INZ000013238,02241567100,"H20 APMC MARKET 1, PHASE 2 SECTOR 19",BOMBAY STOCK EXCHANGE LIMITED,"Dec 22, 2015 - Perpetual"
SAMCO SECURITIES LIMITED,info@samco.in,Info,INZ000002535,002224391813,"1004, A Wing, Naman Midtown, 10th Floor, Senapati Bapat Marg, Prabhadevi West, Mumbai",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 09, 2015 - Perpetual"
SAMRIDHI STOCKS PRIVATE LIMITED,jayantmaloo@samridhistocks.com,Jayantmaloo,INZ000191233,003330125000,"1ST FLOOR 2/2B, JUSTICE CHANDRA MAHADEV ROAD",BOMBAY STOCK EXCHANGE LIMITED,"Aug 24, 2006 - Perpetual"
SAMURAI SECURITIES PRIVATE LIMITED,admin@samuraisec.co.in,Admin,INZ000187234,9102266240800,"303/306, Raheja Chambers, Free Press Journal Marg, Nariman Point,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 19, 2004 - Perpetual"
SAMYAG BROKING PRIVATE LIMITED,samyagbroking@gmail.com,Samyagbroking,INZ000181631,9102240971500,"C-9, Ground Floor, Satyam Shopping Centre M G Road, Ghatkopar-E",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 10, 2010 - Perpetual"
SANAT M DALAL SECURITIES PVT LTD,smdalal630@gmail.com,Smdalal630,INZ000234433,9102222836219,"Manek Mahal, 2nd Floor, 90,Veer Nariman Road, Next to Ambassador Hotel,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 1998 - Perpetual"
SANCHAY FINCOM LTD.,sanchayfin21@hotmail.com,Sanchayfin21,INZ000286735,910731432106,"209, RAJANI BHUVAN, 569,M.G.ROAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 20, 2000 - Perpetual"
SANCHAY FINVEST LTD.,mitu786@indiainfo.com,Mitu786,INZ000289036,91073125636091,"209,RAJANI BHUVAN,569,M.G.ROAD,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 07, 2002 - Perpetual"
SANCHIT FINANCIAL & MANAGEMENT SERVICES LTD.,harsh_1st@yahoo.co.in,Harsh_1st,INZ000295835,9101832507131,"381-A,GREEN AVENUE",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 17, 1995 - Perpetual"
SANCTUM WEALTH PRIVATE LIMITED,neeraj.sirur@sanctumwealth.com,Neeraj.sirur,INZ000011338,9102262886100,"LEVEL 3, COWRKS , BIRLA CENTURION PANDURANG BUDHKAR MARG, CENTURY MILLS COMPOUND, WORLI,",NSE Clearing Limited,"Dec 02, 2015 - Perpetual"
SANGHAVI SAVLA STOCK BROKERS LTD.,hiten@sanbro.in,Hiten,INZ000182234,912225029000,"VESTA-B,1ST FLOOR 90 FEET ROAD,PANT NAGAR, GHATKOPAR (EAST)",METROPOLITAN STOCK EXCHANGE,"Aug 30, 1995 - Perpetual"
SANJAY AGARWAL BROKING LIMITED,sanjayagarwalbrokingltd@gmail.com,Sanjayagarwalbrokingltd,INZ000097519,9103346020776,"ECSL0710, 7TH FLOOR, AMBUJA NEOTIA ECOCENTRE EM 4, EM BLOCK, SECTOR V, NEAR TECHNO INDIA COLLEGE, SALT LAKE CITY",NSE Clearing Limited,"Jan 13, 2017 - Perpetual"
SANKALP FINANCE,info@sankalponline.com,Info,INZ000298721,9107940710000,"1705, Sankalp Square III,Nr Ornet Park-2, Opp Montecristo Banquet, Sindhu Bhavan road, Nr S P Road",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 16, 2021 - Perpetual"
SANKALP SHARE BROKERS PRIVATE LIMITED,info@sankalpcares.com,Info,INZ000285732,9103340127800,"ROOM NO. 313,14, NETAJI SUBHAS ROAD,3RD FLOOR,KOLKATA",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 23, 2006 - Perpetual"
SANTOOR LEAFIN PVT.LTD.,slpl1@rediffmail.com,Slpl1,INZ000296836,09102222840649,"10, Floor-grd, Plot-214, Raheja Centre, Free Press Journal Marg Nariman Point",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Nov 22, 1995 - Perpetual"
SANTOSH KUMAR KEJRIWAL SECU.(P) LTD,vinay@kejriwalgroup.in,Vinay,INZ000182035,03339837700,"GOVIND BHAWAN,6TH FLOOR 2,BRABOURNE ROAD",NSE Clearing Limited,"Aug 08, 1995 - Perpetual"
SARA SECURITIES PRIVATE LIMITED,sarasecp@yahoo.co.in,Sarasecp,INZ000216732,9103322433369,"4TH FLOOR 56, NETAJI SUBHASH ROAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 22, 2004 - Perpetual"
SAROJ SECURITIES,contact@sarojsecurities.com,Contact,INZ000224427,9105122338334,"309,KAN CHAMBERS 14/113,CIVIL LINES",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 21, 2009 - Perpetual"
SATCO CAPITAL MARKETS LIMITED,connect@satco.co.in,Connect,INZ000198838,02266360432,"17, GROUND FLOOR, NOBLE CHAMBERS GHOGA STREET, JANMABHOOMI MARG,FORT,MUMBAI",NSE Clearing Limited,"Sep 09, 2014 - Perpetual"
SAURASHTRA CAPITAL SERVICES PVT. LTD.,info@saurashtracapital.in,Info,INZ000246238,9102240564056,"39, Great Western Bldg, 1st Floor Bake House Lane, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 07, 1995 - Perpetual"
SAURIN INVESTMENTS PRIVATE LIMITED,siplindia@hotmail.com,Siplindia,INZ000285637,9107926624000,"SIPL HOUSE, 14, BHAGWAN NAGAR TEKRO NR. MAHALAXMI CROSS ROAD, PALDI,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 22, 1995 - Perpetual"
SAVA SECURITIES PRIVATE LIMITED,savasec@sanwaindia.com,Savasec,INZ000273432,910222334811,"SANWA HOUSE,97/99,BOMBAY SAMACHAR MARG FORT",NSE Clearing Limited,"Aug 08, 1995 - Perpetual"
SBI-SG GLOBAL SECURITIES SERVICES PRIVATE LIMITED,jignesh.modi@sbisgcsl.co.in,Jignesh.modi,INZ000164039,02202242066166,"B WING, JEEVAN SEVA, ANNEXE BLDG, GROUND FLOOR, S.V.ROAD, SANTCRAUZ (W),",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 01, 2010 - Perpetual"
SBICAP SECURITIES LIMITED,compliancecorporate@sbicapsec.com,Compliancecorporate,INZ000200032,9102242273300,"Marathon Futurex, Unit No. 1202, 12th Floor, B wing , Mafatlal Mill Compound, N M Joshi Marg Lower Parel,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 08, 1999 - Perpetual"
SEH INVESTMENTS PVT. LIMITED,ashokjha@shahiindia.com,Ashokjha,INZ000291732,9101126819229,"F-88, OKHLA INDUSTRIAL AREA,PHASE 1",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 27, 1996 - Perpetual"
SERNET FINANCIAL SERVICES PRIVATE LIMITED,contact@sernetindia.com,Contact,INZ000189331,02228887964,"B/201,HEMU CLASSIC PREMISES CHS LTD., S.V. ROAD OPP. NEW ERA CINEMA, MALAD (WEST)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 23, 2010 - Perpetual"
SETHI FINMART PRIVATE LIMITED,vivek.icon@gmail.com,Vivek.icon,INZ000240734,9103322820566,"12E,HARRINGTON MANSION,GROUND FLOOR 8,HO-CHI-MINH SARANI",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 28, 2006 - Perpetual"
SEVEN SALTS FINANCIAL SERVICES PRIVATE LIMITED,anupam@salt.one,Anupam,INZ000303532,9109899101094,"40, Renaissance HVV Valley, Jalahalli,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 28, 2022 - Perpetual"
SHADOWFAX TRADERS,ramesh@shadowfaxtraders.com,Ramesh,INZ000010314,0919891006663,"40, JANAADHAR, MANGALA MARKET, BLOCK 45, ROAD 5, GIFT CITY",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 01, 2015 - Perpetual"
SHAH INVESTOR'S HOME LIMITED,compliance@sihi.in,Compliance,INZ000167335,9107941072309,"P04-01E, TOWER A, WORLD TRADE CENTRE BLOCK -51, ROAD 5E, ZONE-5, GYAN MARG, GIFT CITY",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 08, 1995 - Perpetual"
SHAILESH MERCHANT STOCK BROKERS PVT. LTD.,smmerchant@ymail.com,Smmerchant,INZ000267835,9102243471660,"64/A, Maker Chambers III, Nariman Point,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 27, 1996 - Perpetual"
